Price,Space Ft2,Bedroom,Bathroom,Furnished,Laundry,Housing Type,Parking,Zipcode,Exterior,KitchenApp,KitchenWall,KitchenFloor,KitchenFurn,LivingWall,LivingFloor,LivingFurn,BedWall,BedFloor,BedFurn,BathWall,BathFloor,BathFurn,StudentHousing,interior
3300,1000,30,10,1,2,1,4,13045,2,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
1000,700,20,10,0,2,1,4,13068,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
750,1200,30,10,1,0,1,0,14850,2,2,2,3,3,3,3,1,3,3,2,3,3,2,1,33
1500,1196,30,10,0,0,1,4,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
1105,540,10,10,0,3,1,0,14817,2,2,2,3,3,3,3,1,3,3,1,3,3,3,2,33
1200,1200,20,10,1,3,1,4,14850,2,3,3,3,3,3,2,2,3,2,2,3,3,2,1,34
800,720,30,10,0,4,10,4,13760,2,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
800,1160,20,10,0,3,10,1,14867,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
950,1200,20,20,0,3,0,1,14882,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2095,1200,20,10,0,3,0,4,14850,3,3,2,3,3,3,3,2,3,2,1,3,3,3,1,34
3200,1500,50,20,1,0,1,0,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
2840,1500,40,10,1,1,1,4,14850,2,2,2,3,3,3,3,2,3,2,2,3,3,3,1,34
1350,1088,20,15,0,2,1,4,14850,2,3,2,3,3,3,2,1,3,2,2,3,3,2,1,32
950,500,10,10,0,5,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1525,1115,20,15,0,3,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1700,1700,20,20,0,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1045,800,20,10,0,1,1,4,14882,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
2800,2200,50,30,1,3,0,2,14850,3,3,2,3,3,3,3,2,3,2,2,3,3,2,2,34
886,754,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
997,1344,30,20,0,4,10,4,13827,2,3,2,3,3,3,2,1,3,3,1,3,3,2,2,32
997,1344,30,20,0,4,10,4,13827,2,3,2,3,3,3,2,2,3,3,1,3,3,2,2,33
1095,1000,20,15,0,1,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
550,1000,20,10,1,5,1,4,13159,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,36
675,650,20,10,0,2,1,4,13073,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1250,1200,30,10,0,2,1,4,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
2275,3120,40,25,0,3,0,2,14850,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,36
1800,1700,30,20,0,3,1,2,14850,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
671,1144,40,15,1,2,1,4,13045,3,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
609,700,30,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
722,926,30,10,0,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
665,700,30,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
811,1190,30,20,0,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
871,698,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
790,600,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
835,716,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
801,510,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,2,2,1,31
2100,1200,30,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1625,1308,30,20,0,0,0,0,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
1240,760,10,10,0,0,0,0,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
1295,1028,20,10,0,0,0,0,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
1445,1030,20,10,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1050,480,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1305,850,10,10,0,3,0,4,14817,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
440,1200,10,10,1,5,0,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
2250,2600,40,30,1,3,0,4,14850,3,3,3,3,3,3,2,3,3,2,3,3,3,3,1,37
1350,1088,20,15,0,2,1,4,14850,2,2,2,3,3,3,2,3,3,2,2,3,3,2,1,33
975,480,10,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1125,760,10,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
900,657,10,10,0,0,1,0,12534,2,3,2,3,3,3,2,2,3,2,2,3,3,2,2,33
1800,1800,30,15,0,2,0,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
700,700,10,20,0,5,1,0,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
575,1800,40,15,1,3,9,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
2000,1200,20,10,0,4,0,4,14850,3,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
2100,1300,30,15,0,0,0,0,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
1500,1300,20,20,1,3,0,3,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1400,900,20,10,1,0,1,0,14850,3,2,2,3,3,3,3,2,3,2,1,3,3,2,1,32
900,425,10,10,1,1,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
1350,1056,20,10,1,3,1,4,23970,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
775,550,10,10,0,5,1,4,13045,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
2800,1800,40,20,0,4,1,4,14850,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
2000,1600,30,10,0,3,1,4,14850,2,2,3,3,3,3,3,1,3,3,1,3,3,3,1,34
2600,3000,30,20,0,4,0,2,14850,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
2400,1900,40,25,0,4,1,4,14850,3,2,2,3,3,3,3,2,3,2,2,3,3,2,1,33
1895,1730,30,25,0,3,9,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
690,3000,80,35,1,2,0,7,14850,3,2,2,3,3,3,3,2,3,2,2,3,3,2,2,33
550,130,10,10,1,1,1,0,14850,2,2,2,3,3,3,3,2,3,2,2,3,3,2,1,33
1377,1150,20,15,1,3,9,4,13068,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1495,1150,20,15,0,3,9,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1339,350,10,0,1,1,1,0,14850,2,3,2,3,3,3,2,2,3,2,3,3,3,3,2,35
2800,1900,40,25,0,4,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1400,1100,20,10,0,4,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
900,900,20,10,0,1,1,4,14817,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
1107,1000,30,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
780,550,10,10,0,2,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1400,1000,20,20,0,3,1,4,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1070,963,20,10,0,3,1,4,14850,2,2,2,3,3,3,3,2,3,2,2,3,3,2,2,33
940,842,20,10,0,2,1,4,14850,2,2,2,3,3,3,3,1,3,3,2,3,3,2,2,33
2175,912,30,10,1,2,1,4,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
3000,3000,60,35,0,1,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
995,480,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
670,650,10,10,0,0,1,4,13101,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2300,2150,20,20,0,3,1,2,14891,3,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
2000,2100,40,20,0,4,0,4,14850,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
2800,1800,40,20,0,4,1,4,14850,3,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
2100,1000,30,20,0,4,1,0,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1800,2700,50,20,0,3,0,0,14882,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
850,1000,30,15,0,3,0,4,14878,3,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1130,700,20,10,0,2,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
575,1800,40,15,1,3,9,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1400,661,20,0,1,2,1,0,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1030,900,10,10,1,2,1,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1000,1000,20,10,0,3,0,4,13068,2,2,2,3,2,3,2,1,3,2,1,3,3,2,2,29
1250,1700,40,25,0,3,1,4,13068,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1000,800,10,10,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1150,1250,20,10,1,3,1,4,12308,2,3,3,3,3,3,3,2,3,2,2,3,3,2,1,35
800,440,0,10,0,5,0,4,14850,2,3,3,3,3,3,3,2,3,3,1,3,3,2,2,35
725,876,30,15,0,4,10,4,14886,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2000,3600,40,25,0,3,0,4,14886,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
800,2250,50,25,1,3,0,0,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
887,1216,20,20,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1900,2600,30,25,1,2,0,4,14850,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,38
995,480,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1800,1500,20,10,0,3,1,4,14850,3,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
1395,1088,20,15,0,2,9,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1100,600,10,10,1,3,4,4,14817,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,36
1090,1030,20,10,0,2,1,4,14850,2,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
1200,1000,10,10,0,5,1,4,14850,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,34
2250,3081,30,25,0,1,0,2,13045,3,3,3,3,3,3,2,2,3,2,2,3,3,3,2,35
1450,950,20,10,1,1,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
500,1200,30,10,0,1,1,0,13045,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
2000,2000,40,20,0,3,0,1,14882,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,35
1195,1200,30,15,0,4,4,4,14850,3,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
2490,1500,30,25,1,3,4,2,14850,3,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
725,420,10,10,0,5,1,4,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
2450,760,20,10,1,3,1,0,14850,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,36
1500,1200,20,10,0,4,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
2950,1975,40,10,1,3,1,4,14850,2,3,2,3,3,3,2,2,3,3,1,3,3,2,1,33
2450,760,20,10,1,3,1,0,14850,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,39
1200,1900,20,10,0,4,1,4,14882,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1090,1030,20,10,0,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
3400,2968,40,20,1,2,1,4,13045,3,3,2,3,3,3,2,2,3,2,2,3,3,2,1,33
700,1650,30,15,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,3,2,3,3,2,1,33
925,494,10,10,1,1,1,4,13068,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
2300,2300,40,30,0,4,9,2,14850,3,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
1375,1185,30,20,0,4,1,4,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1725,1000,20,10,0,3,0,4,14818,2,3,2,3,3,3,3,2,3,3,1,3,3,2,2,34
1495,900,20,10,0,3,0,4,14818,2,3,2,3,3,3,3,2,3,3,1,3,3,2,2,34
800,1200,30,0,0,1,1,0,13045,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
2000,2000,40,20,0,3,0,1,14882,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,35
790,600,20,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
2175,912,30,10,1,2,1,4,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1200,850,10,10,0,3,1,4,14850,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
1495,900,20,10,0,3,0,4,14818,2,3,2,3,3,3,3,2,3,3,1,3,3,2,2,34
635,490,10,10,0,1,1,0,14882,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1815,1308,30,20,0,0,0,0,14850,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
995,850,20,15,0,2,1,4,14850,3,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
800,600,10,10,0,5,1,0,13068,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1520,1200,20,25,0,3,1,0,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
3000,1050,20,10,0,3,1,4,13045,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
1100,712,10,10,1,1,1,0,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
400,500,10,10,0,5,1,4,13052,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1250,2400,40,10,0,0,0,0,13045,2,3,3,3,3,3,3,1,3,2,1,3,3,2,1,33
1950,1147,30,10,1,3,0,4,14817,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1725,1000,20,10,0,3,0,4,14818,2,3,2,3,3,3,3,2,3,3,1,3,3,2,2,34
1400,900,20,10,1,5,1,1,14850,3,2,2,3,3,3,3,2,3,2,1,3,2,2,1,31
1395,1088,20,15,0,2,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
800,1160,20,10,0,3,10,1,14867,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1500,1344,30,20,0,3,0,2,14817,2,2,3,3,3,3,2,1,3,2,1,3,3,2,2,31
1700,2000,30,15,0,4,4,2,14882,2,2,2,3,3,3,3,1,3,2,1,3,3,2,2,31
1400,800,20,10,0,0,1,0,14850,3,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
875,700,10,10,0,1,1,4,13045,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
882,1728,40,45,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
922,1344,30,30,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
887,1080,20,20,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
872,884,20,20,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
887,1216,20,20,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1217,572,10,10,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
1068,416,0,10,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
2350,2192,40,25,0,3,0,2,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
1180,968,30,10,0,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
1300,1173,30,20,0,1,10,4,14867,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1000,1400,10,10,0,3,1,4,14824,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1030,350,10,0,0,0,1,0,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
1922,740,30,10,1,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1202,700,10,10,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1550,800,20,10,0,1,1,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
990,1200,10,10,1,3,1,2,14817,3,2,3,3,3,3,2,3,3,2,2,3,3,2,2,34
795,1300,30,15,0,4,1,4,14865,2,2,2,2,3,3,2,1,3,2,1,3,3,2,2,29
900,575,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,1,30
1100,712,10,10,0,1,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1875,1200,30,10,1,2,0,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
1300,356,10,10,0,0,0,0,14850,2,2,2,3,3,3,3,2,3,2,2,3,3,2,1,33
2200,1700,40,20,0,0,1,0,14882,3,3,3,3,3,3,3,1,3,3,1,3,3,3,2,35
1206,650,10,10,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
700,676,10,10,0,0,1,4,14847,2,2,3,3,3,3,3,1,3,3,1,3,3,2,2,33
800,800,10,10,0,0,1,0,13045,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1650,1550,20,25,0,3,9,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1500,1200,20,10,0,4,1,0,14850,3,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
950,1000,30,10,0,1,4,0,13045,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
968,1540,30,30,1,3,1,4,14850,2,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
825,375,10,10,0,3,1,7,14850,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1300,866,20,10,0,1,1,4,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
1100,950,10,10,0,0,1,0,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
2500,900,30,10,0,1,1,0,13045,2,2,2,3,3,3,3,2,3,2,2,3,3,2,1,33
1250,1000,20,10,0,0,1,0,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
750,1200,20,10,0,4,1,4,13101,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
900,1000,30,10,0,4,1,4,14847,2,3,2,3,3,3,3,1,3,3,1,3,3,2,2,33
1320,1030,20,10,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
950,1000,20,10,0,0,1,4,14817,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
900,850,20,10,1,2,4,2,13073,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
2000,2400,30,10,0,4,1,3,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1500,1800,30,20,0,4,1,4,14850,3,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
2175,912,30,10,1,2,1,4,14850,3,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
1002,700,10,10,0,3,1,4,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
920,725,10,10,0,2,1,0,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,3,1,33
2200,2200,40,20,0,3,0,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,1,34
650,500,10,10,0,5,1,4,14886,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
1800,1350,20,25,0,3,9,2,14850,3,3,2,3,3,3,3,2,3,2,2,3,3,2,1,34
1725,1450,30,20,0,4,1,2,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
2400,1800,40,15,1,2,9,4,14850,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
4700,3600,80,15,1,2,9,4,14850,3,2,2,3,3,3,2,2,3,2,2,3,3,2,1,32
1600,1200,20,15,0,1,8,4,14850,3,2,2,3,3,3,3,1,3,3,1,3,3,2,1,32
935,950,30,10,0,0,1,4,14886,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1180,968,30,10,0,2,1,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1250,1000,10,10,0,0,1,0,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
1800,1500,40,10,0,3,0,4,14850,2,2,2,3,3,3,3,2,3,3,2,3,3,2,2,34
2600,1500,30,20,0,4,1,2,14850,2,3,2,3,3,3,3,1,3,3,1,3,3,2,1,33
685,650,10,10,0,0,1,4,14850,2,2,2,3,3,3,3,1,3,3,1,3,3,2,2,32
1252,950,30,30,0,2,1,4,14850,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,31
925,900,20,10,0,0,1,4,13053,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
926,750,10,10,0,2,4,4,14850,2,2,2,3,3,3,2,1,3,2,1,3,3,2,2,30
1575,1000,30,10,0,1,1,4,14850,3,3,2,3,3,3,3,2,3,2,1,3,3,2,1,33
1065,825,10,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1295,1025,20,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1280,780,20,10,0,1,1,4,14850,3,3,2,3,3,3,3,2,3,2,2,3,3,2,1,34
700,600,10,10,0,5,1,4,14850,2,3,2,3,3,3,2,1,3,2,1,3,3,2,2,31
1245,760,10,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1720,1308,30,20,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1320,1028,20,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1250,600,10,10,1,3,0,4,14850,3,3,2,3,3,3,3,2,3,3,2,3,3,2,1,35
995,480,10,10,0,0,0,0,14850,2,2,2,3,3,3,2,2,3,2,2,3,3,2,2,32
1245,700,30,10,0,1,1,4,13045,2,2,2,3,2,3,3,2,3,2,1,3,3,2,0,31
1300,2400,40,20,0,2,1,2,13760,2,2,2,3,2,3,3,1,2,2,1,3,3,2,0,29
